::1 - - [19/May/2020:14:16:00 +0000] "GET /favicon.ico HTTP/1.1" 404 488 "http://localhost/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:12 +0000] "GET /opencart/admin/view/stylesheet/stylesheet.css HTTP/1.1" 200 4303 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:12 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10234 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:12 +0000] "GET /opencart/admin/view/javascript/common.js HTTP/1.1" 200 2639 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:12 +0000] "GET /opencart/admin/view/image/logo.png HTTP/1.1" 200 3682 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:12 +0000] "GET /opencart/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://10.0.2.15/opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:12 +0000] "GET /favicon.ico HTTP/1.1" 404 487 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:13 +0000] "POST /opencart/admin/index.php?route=common/login HTTP/1.1" 302 382 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:13 +0000] "GET /opencart/admin/index.php?route=common/dashboard&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0 HTTP/1.1" 200 6238 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:15 +0000] "GET /opencart/image/cache/profile-45x45.png HTTP/1.1" 200 2463 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:15 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jqvmap.css HTTP/1.1" 200 773 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:15 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jquery.vmap.js HTTP/1.1" 200 7277 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:15 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/maps/jquery.vmap.world.js HTTP/1.1" 200 23843 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:15 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.js HTTP/1.1" 200 27108 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:15 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.resize.min.js HTTP/1.1" 200 1299 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:16 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/chart/chart&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0&range=month HTTP/1.1" 200 1121 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:17 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/map/map&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0 HTTP/1.1" 200 253 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=JJ7OuCBCOZF9IpnvIm7Jz6f3yADWNBY0" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
::1 - - [19/May/2020:18:45:18 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/ HTTP/1.1" 200 1405 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10096 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/stylesheet/bootstrap.css HTTP/1.1" 200 22733 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment.min.js HTTP/1.1" 200 17377 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1412 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10235 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment-with-locales.min.js HTTP/1.1" 200 66464 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/stylesheet/stylesheet.css HTTP/1.1" 200 4303 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/javascript/common.js HTTP/1.1" 200 2639 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:25 +0000] "GET /opencart/admin/view/image/logo.png HTTP/1.1" 200 3682 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:26 +0000] "GET /opencart/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://10.0.2.15/opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:26 +0000] "GET /favicon.ico HTTP/1.1" 404 487 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:45:27 +0000] "POST /opencart/admin/index.php?route=common/login HTTP/1.1" 200 1523 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
::1 - - [19/May/2020:18:45:29 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/ HTTP/1.1" 200 1405 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/stylesheet/bootstrap.css HTTP/1.1" 200 22733 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment.min.js HTTP/1.1" 200 17377 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment-with-locales.min.js HTTP/1.1" 200 66464 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10235 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1411 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/stylesheet/stylesheet.css HTTP/1.1" 200 4303 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/javascript/common.js HTTP/1.1" 200 2639 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:35 +0000] "GET /opencart/admin/view/image/logo.png HTTP/1.1" 200 3682 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:36 +0000] "GET /opencart/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://10.0.2.15/opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:36 +0000] "GET /favicon.ico HTTP/1.1" 404 487 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:37 +0000] "POST /opencart/admin/index.php?route=common/login HTTP/1.1" 302 382 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:37 +0000] "GET /opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll HTTP/1.1" 200 6233 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:37 +0000] "GET /opencart/image/cache/profile-45x45.png HTTP/1.1" 200 2463 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:37 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jqvmap.css HTTP/1.1" 200 773 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:37 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jquery.vmap.js HTTP/1.1" 200 7277 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:37 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/maps/jquery.vmap.world.js HTTP/1.1" 200 23843 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:37 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.resize.min.js HTTP/1.1" 200 1299 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:37 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.js HTTP/1.1" 200 27108 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:38 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/chart/chart&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll&range=month HTTP/1.1" 200 1121 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:38 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/map/map&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll HTTP/1.1" 200 253 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:39 +0000] "GET /opencart/admin/index.php?route=common/logout&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll HTTP/1.1" 302 334 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:45:39 +0000] "GET /opencart/admin/index.php?route=common/login HTTP/1.1" 200 1427 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=AltaLAGIUk3LJm8UdtQ4l9HpuohwgNll" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
::1 - - [19/May/2020:18:45:41 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/ HTTP/1.1" 200 1405 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/stylesheet/bootstrap.css HTTP/1.1" 200 22733 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7390 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment.min.js HTTP/1.1" 200 17377 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment-with-locales.min.js HTTP/1.1" 200 66464 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10235 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1412 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/stylesheet/stylesheet.css HTTP/1.1" 200 4303 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/javascript/common.js HTTP/1.1" 200 2639 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:36 +0000] "GET /opencart/admin/view/image/logo.png HTTP/1.1" 200 3682 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:38 +0000] "GET /opencart/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://10.0.2.15/opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.4 - - [19/May/2020:18:57:38 +0000] "GET /favicon.ico HTTP/1.1" 404 487 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
::1 - - [19/May/2020:18:57:40 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
172.17.0.6 - - [19/May/2020:18:57:47 +0000] "GET /opencart/admin/ HTTP/1.1" 200 1405 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:57:48 +0000] "GET /opencart/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:57:48 +0000] "GET /opencart/admin/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
172.17.0.6 - - [19/May/2020:18:57:48 +0000] "GET /opencart/admin/view/stylesheet/bootstrap.css HTTP/1.1" 200 22734 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
